,datetime,content,title,channels
192,2018-11-21 17:57:34,【董文标退休后，中民投3亿股股份拟以低于净资产价格转让】董文标卸任中民投董事会主席一个月后，有股东在北交所挂牌拟转让3亿股股份，占比中民投股权比例为0.6%。从北交所获悉，转让价格定在了1元/股，远低于中民投2017年末每股1.91元的净资产。北交所工作人员表示，这一股权转让最快可在20个工作日完成。不过他没有透露转让股权的是哪家企业。,,"[{'id': '3', 'name': '公司'}]"
193,2018-11-21 17:57:06,宁波建工：全资子公司中标宁波恒大山水城地块主体及配套建设工程，中标价为4.5亿元。,,"[{'id': '3', 'name': '公司'}]"
194,2018-11-21 17:54:49,【报告：美中日英位列全球数字经济发展前四位】21日发布的《世界创新竞争力发展报告(2011～2017)》黄皮书显示，从目前全球数字经济发展总体规模来看，美国、中国、日本与英国列全球前四位。这四个国家在2017年全球国家创新竞争力排行榜都排在前十，显示数字经济发展最好的国家也是世界创新竞争力最强的国家。（国是直通车）,,"[{'id': '1', 'name': '宏观'}]"
195,2018-11-21 17:53:32,【华扬联众：拟终止重大资产重组】华扬联众11月21日晚间公告，公司原拟收购龙帆广告100%股权并募集配套资金，由于证券市场及行业环境等客观情况发生了较大变化，导致交易各方对本次交易的交易价格等核心要素存在较大差异，交易各方拟协商终止本次重大资产重组。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
196,2018-11-21 17:52:50,【工信部拟定支持中小企业发展文件 涉及财税融资】工信部正在牵头拟定支持中小企业发展的相关文件，涉及财税政策以及融资难、融资贵等问题，这一文件有望在近日通过国务院相关会议审议。（ 21世纪经济报道 ）,,"[{'id': '1', 'name': '宏观'}, {'id': '9', 'name': '焦点'}]"
197,2018-11-21 17:52:47,【海航基础：高管已累计增持3228万元】海航基础11月21日晚公告，包括公司董事长鲁晓明、董事张汉安等在内的多名董监高人员已于近日完成增持计划，累计增持金额为3228.4万元。8月20日海航基础披露公告，多位高管承诺在3个月内增持公司股票不低于2850万元、不超过3300万元，目前已接近顶格完成该增持计划。,,"[{'id': '3', 'name': '公司'}]"
198,2018-11-21 17:50:46,仙琚制药：持股5.27%的股东金敬德拟在3个月内减持不超过0.96%。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
199,2018-11-21 17:46:09,恒立实业风险提示：公司股票价格已经连续多次达到《深圳证券交易所股票上市规则》规定的股价异动指标，不存在涉及本公司的应披露而未披露的重大事项。请各位投资者理性投资，注意二级市场交易风险。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
200,2018-11-21 17:44:46,【弘高创意：控股股东已向政府纾困基金提交申请 以期得到基金支持】连续两日涨停的弘高创意于21日晚披露股价异动公告称，公司不存在应披露而未披露的重大事项。控股股东为尽快解除股份被冻结的状态，正在积极引进战略投资者，目前尚未签署书面协议，同时，控股股东已向政府纾困基金提交了申请，以期得到基金支持，化解股票质押风险。上述事项具体合作及协议的签订存在一定的不确定性，敬请广大投资者注意投资风险。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
201,2018-11-21 17:44:39,艾比森：拟出资3000万设立艾比森投资有限公司，主营实业投资、创业投资等业务，公司持股100%。,,"[{'id': '3', 'name': '公司'}, {'id': '9', 'name': '焦点'}, {'id': '10', 'name': 'A股'}]"
202,2018-11-21 17:44:00,【金奥博：拟收购新三板企业汇维科技60%股权 拓展军工装备领域】金奥博11月21日晚间公告，公司拟通过现金方式收购新三板挂牌企业汇维科技60%股权，汇维科技为吉林省参与国防科技工业建设单位和国家级高新技术企业，拥有武器装备科研生产单位三级保密资格证书，为向军工配套装备及民用爆破器材行业提供高尖端智能专用装备及技术的提供商。本次收购将实现公司向军工装备领域的拓展。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
203,2018-11-21 17:42:45,新光控股集团未能按约定足额偿付今日到期的短融“18新光控股CP001”本息约7.22亿元人民币，构成违约。,,"[{'id': '3', 'name': '公司'}]"
204,2018-11-21 17:41:36,【东部、西部机场集团签署战略合作框架协议】双方将重点在优化航线布局，力争开通一批通达“一带一路”沿线国家、拉动效应明显、运行品质高、国际竞争力和影响力强的新航线，满足两省人民群众对航空出行的美好需求；强化管理基础，促进双方管理人员业务技能的共同提升。同时，双方将以推进人才互培互训、信息技术共建共享等方面为突破点，在提高机场安全运行保障效能，提升航空运输服务品质方面，共同研究、破解发展难题，积极创建平安机场、绿色机场、智慧机场、人文机场。,,"[{'id': '1', 'name': '宏观'}]"
205,2018-11-21 17:40:39,"【重庆建工签订逾9亿元施工总承包合同】重庆建工公告，经参与公开招标，公司之控股子公司重庆建工住建中标巴南区地下综合管廊试点工程项目。2018年11月20日，建工住建收到与重庆市渝兴建设投资有限公司签订的该项目建设工程施工合同，合同价款：957,599,602.88元，合同类型：施工总承包合同。",,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
206,2018-11-21 17:37:36,【申万宏源傅静涛：2019年A股结构性机会增多 三因素是收益关键】11月21日，申万宏源主办的2019资本市场年会在深圳举行。展望2019年A股表现，申万宏源策略资深高级分析师傅静涛表示，预计2019年是市场快速回落之后一个“磨底年”，结构性机会相比2018年会有所增加。寻找基本面验证空窗期、无风险利率回落、改革预期发酵的时间窗口精选结构是2019年三个主要的收益来源。2019年在新经济方向上寻找核心资产势在必行，关注5G、光伏风电、游戏、新能源汽车和军工。（中证网）,,"[{'id': '5', 'name': '市场'}, {'id': '6', 'name': '观点'}, {'id': '10', 'name': 'A股'}]"
207,2018-11-21 17:36:54,【中国联通新设产业互联网产品中心 加码企业级业务】据财新报道，从接近中国联通人士处获悉，近日，中国联通已内部发文，宣布设立产业互联网产品中心，聚焦重点垂直行业和创新领域，整合内外部资源，实现产品固化、系列化。同时，中国联通将电子商务部与互联网运营部合并成立电子商务中心，主要负责自有电子渠道以及社会和其他新型电子渠道的集约运营与销售服务，试图构建线上线下一体化运营体系。,,"[{'id': '3', 'name': '公司'}]"
208,2018-11-21 17:35:31,金陵药业：公司拟出资2亿与控股股东新工集团等多方共同发起设立医疗产业投资基金。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
209,2018-11-21 17:34:38,意大利政府知情人士称，意大利北方联盟否认了Salvini寻求更改预算的报道。,,"[{'id': '1', 'name': '宏观'}]"
210,2018-11-21 17:30:23,"英国10月公共部门净借款 80亿英镑，预期 56亿英镑，前值 33亿英镑。
英国10月政府收支短差 -33亿英镑，前值 158亿英镑。",,"[{'id': '1', 'name': '宏观'}]"
211,2018-11-21 17:28:31,【深圳已有上市公司拿到纾困资金！有救助方案不设质押期限、质押利率不超9%、可参与后端分成】有知情人士告诉中国证券报记者，共有两批纾困名单，首批名单除了高新投对接的17家外，还有部分由深圳市中小企业信用融资担保集团有限公司（下称“中小担”）负责对接。不过上了名单并不意味着最后一定能拿到纾困资金。现在首批纾困名单中已有部分企业拿到纾困资金，11月底还将有企业陆续获得援助。 （ 中国证券报）,,"[{'id': '1', 'name': '宏观'}, {'id': '9', 'name': '焦点'}]"
212,2018-11-21 17:24:59,【A股12月将迎年内第二解禁高峰】Wind数据统计显示，12月共有232家上市公司迎来限售股解禁，流通股数合计562.37亿股；本期开始流通市值合计4121.56亿元，仅次于1月份的4370.47亿元。（中证网）,,"[{'id': '10', 'name': 'A股'}]"
213,2018-11-21 17:23:10,【合力泰：明日起复牌】合力泰21日晚公告，公司此前曾披露，控股股东文开福及其确定的公司股东拟将其持有的4.69亿股转让给电子信息集团，占公司总股本15%。由于原协议中的相关条款需要调整及进一步优化，公司股票自10月25日起停牌。截至公告日，文开福已和电子信息集团签订了《股份转让协议之补充协议三》，电子信息集团已收到国家市场监督管理总局和福建省国资委对本次重大事项作出的批复。股票自11月22日起复牌。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
214,2018-11-21 17:22:47,【2022年底雄安企业开办时间将压缩至5个工作日内】雄安新区党工委管委会党政办公室近日印发《雄安新区深化“放管服”改革的实施方案》。方案提出，企业开办时间将进一步缩短，今年年底企业开办时间将压缩至8个工作日内；2022年底前，将压缩至5个工作日内。,,"[{'id': '8', 'name': '其他'}]"
215,2018-11-21 17:16:27,奥联电子：合计持股7.05%的两股东拟在6个月内合计减持不超过2%。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
216,2018-11-21 17:16:16,【如意集团：控股股东变更为如意科技】如意集团11月21日晚公告，截至公告披露日，要约收购的清算过户手续已经办理完毕，如意科技直接持有公司股份6051万股，占公司总股本23.12%，公司的控股股东由山东如意毛纺集团有限责任公司变更为如意科技；邱亚夫直接和间接合计持有公司总股本的41%，仍为公司的实际控制人。公司股票自11月22日起复牌。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
217,2018-11-21 17:15:56,英国工党影子财政大臣McDonnell：无协议脱欧在议会缺乏多数支持。 议会当前的局面接近我所见过的最混乱状态。,,"[{'id': '1', 'name': '宏观'}]"
218,2018-11-21 17:15:27,【嘉定联手温州苏州举办首届长三角科技交易博览会，促进长三角科技协同创新】从今天下午召开的首届长三角科技交易博览会新闻发布会上获悉，首届长三角科技交易博览会将于11月28日至30日在上海举办。嘉定区委常委、副区长沈华棣透露，此次科交会开幕仪式上，上海嘉定将联合温州、苏州共同发布三地共享共用的科技创新资源暨“双创券”平台启用，成立长三角创新服务贸易共同体，并为长三角合作产业创新园区和长三角汽车产业创新联盟揭牌。（东方网）,,"[{'id': '1', 'name': '宏观'}]"
219,2018-11-21 17:14:57,【旺能环境：子公司中标2.5亿元PPP项目】旺能环境11月21日晚间公告，公司全资子公司旺能环保于近日收到《中标通知书》，确认旺能环保为“蚌埠市餐厨废弃物及污泥处理特许经营项目”的中标单位，该项目总投约为2.5亿元。该项目中标对公司2018年度经营业绩不会产生重大影响，但项目的实施将对公司未来业务发展及经营业绩提升产生积极影响。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
220,2018-11-21 17:13:31,【新力金融：首次回购152万股股份】新力金融11月21日晚间公告，公司于11月21日通过集中竞价交易方式实施了首次回购，回购数量为152万股，约占公司总股本的0.31%，成交均价约为7.38元/股，支付的资金总金额为1121.54万元。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
221,2018-11-21 17:12:59,【新泉股份：首次回购1000万元股份】新泉股份11月21日晚间公告，公司于11月21日通过集中竞价交易方式实施了首次回购，回购数量为57.18万股，占公司总股本的0.25%。成交的最低价格为17.16元/股，最高价为17.67元/股，支付的总金额为999.86万元。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
222,2018-11-21 17:12:23,隆盛科技：持股5.14%的股东领峰创投拟在1个月内减持不超过1%。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
223,2018-11-21 17:11:18,炬华科技：中标国家电网电能表及用电信息采集设备招标活动；中标总金额为2.02亿元，占公司2017年度营收的20.74%。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
224,2018-11-21 17:10:36,【三钢闽光：公司电子商务平台力争年内上线】三钢闽光11月21日在互动平台透露称，目前，公司电子商务平台正在建设、测试之中，力争年内上线。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
225,2018-11-21 17:10:16,【北信源：实控人拟减持不超6%股份】北信源11月21日晚公告，因公司战略发展需要及偿还债务，控股股东、实际控制人林皓计划十五个交易日后的六个月内，以大宗交易和集中竞价交易方式减持不超8699万股，即不超过公司总股本的6%。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
226,2018-11-21 17:08:20,【美团回应支付业务违规质疑：已按有关部门要求整改】针对职业打假人王海举报美团点评违规经营二次清算业务，美团点评回应称，此前已与有关部门按照要求制定合规改进方案，并按计划持续推动方案实施。美团称，公司已经按有关部门要求，与清算组织合作，按计划推动整改方案实施。,,"[{'id': '3', 'name': '公司'}]"
227,2018-11-21 17:07:15,【贾跃亭FF股权受让人或为24岁的前乐视美国女雇员】一份Smart King向香港国际仲裁中心申请紧急救济仲裁的《仲裁决定书》提到，贾跃亭相关股份的受让人是一位名为“Lian Bossert”的女性，她被表述为“贾跃亭的一位朋友”。据悉，Lian Bossert实际上或是贾跃亭美国业务代理人邓超英的女儿，并且这位受让了贾跃亭FF股权的“新股东”，年仅24岁，且曾是乐视美国雇员。,,"[{'id': '3', 'name': '公司'}, {'id': '9', 'name': '焦点'}]"
228,2018-11-21 17:06:46,美股期指全线走高，纳指期货涨1％，大型科技股盘前集体反弹，苹果、亚马逊均涨1％。德国DAX指数亦涨1％，结束五日连跌。,,[]
229,2018-11-21 17:04:30,【四维图新：胎压监测芯片预计将于2019年量产】四维图新11月21日在互动平台透露称，目前看胎压监测芯片研发进度正常，预计将于2019年量产。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
230,2018-11-21 17:02:33, 中国建筑公告，公司获得6个房屋建筑重大项目和4个基础设施重大项目，项目金额合计259.9亿元，占公司2017年营业收入的2.5%。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
231,2018-11-21 17:02:22,伦敦金属交易所(LME)：铜库存减少1975吨，铝库存减少525吨，锌库存增加650吨，镍库存减少240吨，锡库存持平，铅库存减少525吨。,,"[{'id': '4', 'name': '数据'}, {'id': '5', 'name': '市场'}]"
232,2018-11-21 17:01:00,今世缘：持股9.05%的股东上海铭大拟在6个月内减持不超过2%。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
233,2018-11-21 17:00:51,意大利统计局：将2018年意大利经济增长预期从5月份时预测的1.4%下调至1.1%。,,"[{'id': '1', 'name': '宏观'}]"
234,2018-11-21 16:59:13,美股期货反弹，纳指期货现涨1%，标普500指数期货涨0.7%，道指期货涨0.6%。,,"[{'id': '5', 'name': '市场'}, {'id': '9', 'name': '焦点'}]"
235,2018-11-21 16:57:49,Bitstamp报价显示，比特币价格自此前低位反弹，日内涨超5%，现报4596.29美元。,,"[{'id': '5', 'name': '市场'}, {'id': '9', 'name': '焦点'}]"
236,2018-11-21 16:56:37,【沙特11月初原油产量升至历史新高】据追踪沙特石油产量的行业高管称，本月沙特石油产量升至创纪录的1100万桶/日，由于伊朗受到制裁，客户需求强于平常。,,"[{'id': '1', 'name': '宏观'}, {'id': '9', 'name': '焦点'}]"
237,2018-11-21 16:55:12,【恒立实业盘中一度跌停 民生证券成都航空路卖出1542万元】恒立实业盘中一度跌停，收跌7.6%，成交额超8亿元，换手率24.01%。盘后数据显示，今日游资炒作已趋冷，华泰证券北京月坛南街营业部买入877万元，民生证券成都航空路营业部卖出1542万元。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
238,2018-11-21 16:55:00,【凯莱英：部分募投项目启动生产】凯莱英11月21日晚公告，全资子公司吉林凯莱英医药化学有限公司承建的公司首次公开发行股票募集资金投资项目——吉林凯莱英医药化学有限公司药物生产建设项目，目前已完成该项目主要生产设施（新厂房）生产启动前的各项准备工作，现已具备了启动生产条件。该厂房投产后公司将新增cGMP产能217m³，有效满足公司所服务的创新药在近期上市后商业化生产的产能需求。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
239,2018-11-21 16:53:25,【江西长运申请发行不超1亿元债权融资计划】江西长运公告，公司拟在北京金融资产交易所申请发行债权融资计划（非公开定向债务融资），规模不超过1亿元人民币。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
240,2018-11-21 16:53:10,顾地科技：合计持股1.09%的股东拟在6个月内减持不超过0.27%。,,"[{'id': '3', 'name': '公司'}]"
241,2018-11-21 16:49:47,中钢协：11月上旬重点钢企粗钢日均产量191.64万吨，旬环比增加1.07万吨，增幅为0.57%；截至11月上旬末，重点钢铁企业钢材库存量为1222.88万吨，旬环比增加0.85万吨，增幅为0.07%。,,"[{'id': '2', 'name': '行业'}]"
242,2018-11-21 16:49:38,【华孚时尚：首次回购股份227万股 斥资近1300万元】华孚时尚11月21日晚间公告，公司今日首次以集中竞价方式实施股份回购，回购227.13万股，占总股本的0.1495%，购买股份最高成交价为5.76元/股，购买股份最低成交价为5.64元/股，支付的总金额为1298.78万元(不含交易费用)。华孚时尚11月13日披露回购股份报告书称，本次回购股份的资金总额不低于3亿元，不超过6亿元，回购股份的价格不超过10.00元/股。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
243,2018-11-21 16:49:27,【韩政府将监控音乐网站 为遏止音源造假拨款6亿韩元】 据韩国国际广播电台21日报道，韩国政府决定从2019年开始加强对国内音源网站的监控，若发现对特定音源进行非法大量购买、以非正常手段登上榜单第一名的行为，将采取特别措施。,,"[{'id': '1', 'name': '宏观'}]"
244,2018-11-21 16:47:21,【艾格拉斯：公司及子公司拟斥资近4亿元设立投资基金】艾格拉斯21日晚公告，公司及其全资子公司拉萨艾格拉斯与左洪亮、湖南冠一签署合伙协议：由湖南冠一作为普通合伙人认缴100万元，上市公司、拉萨艾格拉斯以及左洪亮分别作为有限合伙人分别认缴出资2亿元、1.9亿元以及900万元，共同投资长沙冠一远大股权投资合伙企业（有限合伙）。投资基金主要侧重于上市公司产业整合中的并购投资、境内境外未上市成熟优质企业的股权投资、中概股回归等投资。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
245,2018-11-21 16:46:08,【我国初步形成“1+2+20+N”的知识产权运营服务体系】国家知识产权局党组成员、副局长廖涛近日在广东省珠海市举行的中国知识产权横琴论坛上介绍，自2014年以来，国家知识产权局会同财政部确立了在北京建设全国知识产权运营公共服务平台，在西安、珠海建设两大特色试点平台，并通过股权投资重点扶持20家知识产权运营机构，目前已初步形成“1+2+20+N”的知识产权运营服务体系。,,"[{'id': '1', 'name': '宏观'}]"
246,2018-11-21 16:45:32,【雷诺董事会宣布戈恩仍为雷诺集团董事长和CEO】雷诺集团董事会宣布戈恩仍然是雷诺集团董事长兼首席执行官，但暂时无法行使职权。董事会任命蒂埃里•波洛雷暂时担任代理首席执行官，拥有与戈恩相同的权力，领导集团管理团队。此外，雷诺董事会决定根据联盟宪章所规定的透明、信任和相互尊重的原则，要求日产汽车提供其针对戈恩所进行的内部调查的所有信息。（新京报）,,"[{'id': '3', 'name': '公司'}, {'id': '9', 'name': '焦点'}]"
247,2018-11-21 16:44:44,赛象科技二连板风险提示：公司参股的廊坊智通公司，虽属于国家支持和鼓励发展的行业，但目前科创板具体方案与细则尚未出台，请投资者注意投资风险。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
248,2018-11-21 16:44:01,伊拉克副石油部长：伊拉克将与OPEC+一道稳定石油市场。,,"[{'id': '1', 'name': '宏观'}]"
249,2018-11-21 16:42:38,德国总理默克尔： 必须在周日的欧盟峰会签署脱欧协议。,,"[{'id': '1', 'name': '宏观'}, {'id': '9', 'name': '焦点'}]"
250,2018-11-21 16:42:03,【中铁总：11月22日起在海南环岛高铁实行电子客票服务试点】从中国铁路总公司获悉，11月22日起，铁路部门将在海南环岛高铁实行电子客票服务试点。铁路总公司有关部门负责人介绍，现有的铁路旅客车票，为红色条码票和蓝色磁介质车票两种，均采用实名制，集铁路旅客承运合同凭证、乘车凭证、报销凭证等功能于一体，旅客需凭车票乘车。实行电子客票，就是将纸质车票承载的旅客运输合同凭证、乘车凭证、报销凭证功能相分离，依据有关法律条文规定，以电子数据作为铁路旅客承运合同凭证，推进乘车凭证无纸化和多样化，报销凭证逐步电子化。,,"[{'id': '3', 'name': '公司'}]"
251,2018-11-21 16:40:10,【寒锐钴业可转债中签号出炉 共41.57万个】寒锐钴业11月21日晚披露可转债网上中签结果，中签号码共有415747个，每个中签号码只能认购10张寒锐转债。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
252,2018-11-21 16:37:51,【迦南科技：控股股东及其一致人合计减持5%股份】迦南科技11月21日晚公告，控股股东迦南集团及其一致行动人南京比逊，自5月31日至11月21日期间，合计减持1299万股，占公司总股份的5%。此次减持后，迦南集团及其一致行动人南京比逊合计持股比例下降至34.94%。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
253,2018-11-21 16:33:42,【瀚蓝环境：3.7亿元收购宏华环保100％股权议案获董事会通过】瀚蓝环境11月21日晚间公告，公司董事会审议通过了相关收购议案：同意由公司下属全资子公司佛山市南海瀚蓝固废处理投资有限公司以3.7亿元收购赣州宏华环保100%股权，并投资赣州信丰工业固体废物处置中心项目。后续根据经营情况增资不超过1.5亿元。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
254,2018-11-21 16:30:39,在岸人民币兑美元官方收盘报6.9393。,,"[{'id': '3', 'name': '公司'}, {'id': '5', 'name': '市场'}, {'id': '10', 'name': 'A股'}]"
255,2018-11-21 16:30:39,复星医药公告，11月27日召开股东大会，审议子公司复宏汉霖境外上市方案、及仅向公司H股股东提供保证配额议案。,,"[{'id': '3', 'name': '公司'}]"
256,2018-11-21 16:29:23,【趣店：集团将继续为员工提供落户等各项福利政策，保持团队稳定】趣店发布第三季度财报中提到，趣店集团正式启用了厦门总部，同时继续保留北京办公室及研发、技术和运营人员。集团为员工提供了高于行业水平的生活补助，截至目前，只有不到4%的员工因为搬迁原因离职，管理层和团队骨干均保持了高度稳定。集团将继续为员工提供落户、子女就读等各项福利政策，保持团队稳定。,,"[{'id': '3', 'name': '公司'}]"
257,2018-11-21 16:28:29,【以岭药业：连花清瘟胶囊（颗粒）成为流行性感冒诊疗方案推荐用药】以岭药业21日晚公告，近日，国家卫生健康委办公厅、国家中医药局办公室联合发布了《流行性感冒诊疗方案（2018年版修订版）》。公司研发生产的专利药物——连花清瘟胶囊（颗粒）均被列入其中，成为《流行性感冒诊疗方案（2018年版修订版）》推荐用药，预计将对连花清瘟胶囊（颗粒） 的销售产生积极影响。 2018年前三季度，公司连花清瘟产品实现营业收入10.62亿元，占公司营收的27.79%。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
258,2018-11-21 16:25:02,北新路桥：联合体被确定为韶关市武江市政工程PPP项目预中标，项目总投资约为51亿元。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
259,2018-11-21 16:24:17,【趣店发布三季财报 披露股权回收计划进展】金融科技公司趣店集团发布2018年第三季度财报。报告显示，2018年第三季度，趣店总收入19.3亿元人民币（2.8亿美元），同比增长32.9％；排除一次性汇兑损失，调整后净利润为7.5亿元人民币（1.1亿美元），同比增长12.6%。此外，趣店集团还披露了股权回购计划进展。鉴于公司市值与基本面之间存在明显差异，趣店集团将继续在公开市场上回购股权。截至2018年11月21日，根据2017年12月宣布的回购计划，公司共执行了约2.4亿美元的股权回购。,,"[{'id': '3', 'name': '公司'}]"
260,2018-11-21 16:24:16,【云南白药：正积极推进重组事项 22日起继续停牌】云南白药11月21日晚公告，公司因筹划与控股股东白药控股整体上市相关的重大资产重组事项，股票于9月19日起停牌。截至目前，公司及相关各方正在积极推进本次重大资产重组事项的各项工作，公司股票自11月22日起继续停牌。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
261,2018-11-21 16:20:08,意大利两年期国债收益率跌至1.23%，日内下跌16个基点，此前报道称意大利可能对调整预算持开放态度。意大利10年期国债收益率下跌12个基点，或创近一个月来最大单日跌幅。,,"[{'id': '1', 'name': '宏观'}]"
262,2018-11-21 16:17:57,【中曼石油：签订1.2亿元伊拉克钻井项目合同】中曼石油11月21日晚间公告，11月19日，公司与Bashneft签订了伊拉克Block 12区块钻井项目合同，合同金额约1750万美元（约合1.2亿人民币），约占公司2017年营业收入的6.86%。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
263,2018-11-21 16:17:19,【安车检测：今年共收到软件产品增值税退税款1937万元】安车检测11月21日晚公告，公司于7月11日、11月20日分别收到软件产品增值税退税款592万元、409.3万元。截至公告披露日，公司2018年共收到软件产品增值税退税款1936.65万元，占2017年度经审计净利润的24.50%，将对公司2018年损益产生积极影响。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
264,2018-11-21 16:14:38,【江西发布指引 明确P2P平台退出流程】江西省互联网金融协会日前发布了《江西省网络借贷信息中介机构退出指引(试行)》，明确了P2P平台退出流程。退出指引规定，拟退出的P2P平台须按照八个流程开展退出工作：一是提出退出申请；二是成立退出工作领导小组；三是发布退出公告，关闭部分功能；四是编制业务情况清单，制定退出方案；五是报送退出方案及其他材料；六是公布退出方案等相关信息；七是按计划落实出借人资金，稳妥结清存量项目；八是退出完成。（新华社）,,"[{'id': '2', 'name': '行业'}, {'id': '9', 'name': '焦点'}]"
265,2018-11-21 16:13:04,截至港股收盘，港股通（沪）每日额度420亿元剩余416.77亿元，占比99.2%；截至港股收盘，港股通（深）每日额度420亿元剩余415.85亿元，占比99%。,,"[{'id': '4', 'name': '数据'}, {'id': '5', 'name': '市场'}]"
266,2018-11-21 16:10:33,香港恒生指数收盘升0.5%至25971.47点。,,"[{'id': '5', 'name': '市场'}]"
267,2018-11-21 16:09:45,WTI原油日内涨幅达2%，报54.52美元。布伦特原油涨约1.6%，报63.49美元。,,"[{'id': '5', 'name': '市场'}]"
268,2018-11-21 16:07:49,【美团获批深交所50亿生意贷ABS额度 首期发行规模5亿元】美团旗下生意贷项目“中金-美团生意贷第X期资产支持专项计划”已经获批深交所储架发行额度50亿元，并于2018年11月21日完成首期5亿元专项计划的设立。该项目为国内资本市场首单生活服务电商平台资产证券化产品，其基础资产为重庆三快小额贷款有限公司（“美团小贷”）向美团网及大众点评网合作商户发放的“生意贷”贷款债权。,,"[{'id': '3', 'name': '公司'}]"
269,2018-11-21 16:06:17,【华东电脑：董事长游小明辞职】华东电脑公告，董事会于近日收到公司董事长、董事游小明的书面辞职报告。游小明因个人原因申请辞去公司第八届董事会董事长、董事以及董事会战略与投资委员会主任委员、提名委员会委员职务，同时不再担任公司法定代表人。游小明辞职后将不在公司担任任何职务。2009年11月，游小明被董事会选举为华东电脑董事长。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
270,2018-11-21 16:04:48,沙特阿美公告：与中国客户签署5份新的原油供应协议。,,"[{'id': '3', 'name': '公司'}]"
271,2018-11-21 16:04:11,【奇点汽车用英伟达芯片开发L3自动驾驶 2020年量产】奇点汽车宣布采用NVIDIA DRIVE AGX Xavier AI芯片研发下一代自动驾驶汽车，奇点汽车将会利用英伟达自动驾驶平台提供的计算能力和安全性研发L3及更高级别自动驾驶技术，并将于2019年正式完成L3技术研发，2020年实现L3自动驾驶量产落地。,,"[{'id': '3', 'name': '公司'}]"
272,2018-11-21 16:01:48,欧股高开，欧洲Stoxx600开盘上涨0.4%；英国富时100开盘上涨0.17%；法国CAC40指数上涨0.47%；德国DAX指数上涨0.73%；意大利富时指数上涨0.95%。,,"[{'id': '5', 'name': '市场'}]"
273,2018-11-21 16:01:18,【农业农村部：大力推进农药绿色发展】近日，农药发展40年座谈会暨绿色农药发展研讨会在北京召开。农业农村部副部长张桃林强调，农业绿色发展是农业发展的一场深刻革命，也是农业供给侧结构性改革的主攻方向。推进农药绿色发展，不断提升农药科学发展水平，要坚持走绿色发展之路，加快低毒低风险农药开发和高毒高风险农药淘汰进程，大力推广绿色生产工艺，依法依规开展农药包装废弃物回收处理。,,"[{'id': '8', 'name': '其他'}]"
274,2018-11-21 16:00:54,华安证券：股东东方创业拟减持公司股份不超过 1.38%。,,"[{'id': '3', 'name': '公司'}, {'id': '10', 'name': 'A股'}]"
